gene_symbol,guide_n,median_guide_lfc,mean_guide_lfc,mean_control_count,low_count_fraction,zero_fraction_control,zero_fraction_treatment,positive_guide_fraction,negative_guide_fraction,neutral_guide_fraction,guide_lfc_mad,guide_lfc_iqr,top2_abs_lfc_mean,leave_one_guide_out_median_sd,strongest_guide_dominance,guide_direction_agreement,absolute_median_guide_lfc,absolute_mean_guide_lfc,signal_direction,is_sensitization_signal,is_neutral_signal,within_screen_effect_percentile,replicate_correlation,control_replicate_correlation,treatment_replicate_correlation,replicate_effect_sd,median_library_size,normalization_method,screen_id,contrast_id,study_id,source_family_id,raw_data_family_id,control_sample_n,treatment_sample_n,baseline_sample_n,paired_replicate_fraction,vehicle_control_present,baseline_control_present,same_infection_split,matched_control,cnv_amplification_risk_assessed,treatment_dose_reported,observed_infection_replicate_count,observed_biological_replicate_count,observed_technical_replicate_count,observed_timepoint_count,library_size_guides,target_gene_count,guides_per_gene_median,nontargeting_guide_count,library_moi,effector_moi,coverage_transduction,coverage_selection,coverage_harvest,infection_replicate_count,antibiotic_selection_days,editing_maturation_days,plasmid_reads_per_guide,plasmid_zero_guide_fraction,plasmid_skew_ratio,screen_reads_per_guide,gdna_fraction_amplified,pcr_cycle_count,exposure_days,recovery_days,endpoint_timepoint_days,minimum_declared_coverage,control_type_vehicle,control_type_untreated,control_type_baseline_t0,control_type_later_timepoint,control_type_sorted_population,control_type_matched_nontargeting,control_type_other,control_type_unknown,screen_scale_genome_wide,selection_strategy_positive_selection,selection_strategy_negative_selection,selection_strategy_bidirectional_selection,selection_strategy_competitive_growth,selection_strategy_marker_sort,selection_strategy_other,selection_strategy_unknown,independent_infection_replicates_declared,design_metadata_completeness,library_size_guides_missing,target_gene_count_missing,guides_per_gene_median_missing,nontargeting_guide_count_missing,library_moi_missing,effector_moi_missing,coverage_transduction_missing,coverage_selection_missing,coverage_harvest_missing,infection_replicate_count_missing,antibiotic_selection_days_missing,editing_maturation_days_missing,plasmid_reads_per_guide_missing,plasmid_zero_guide_fraction_missing,plasmid_skew_ratio_missing,screen_reads_per_guide_missing,gdna_fraction_amplified_missing,pcr_cycle_count_missing,exposure_days_missing,recovery_days_missing,endpoint_timepoint_days_missing,minimum_declared_coverage_missing,paired_replicate_fraction_missing,vehicle_control_present_missing,baseline_control_present_missing,same_infection_split_missing,matched_control_missing,cnv_amplification_risk_assessed_missing,observed_infection_replicate_count_missing,observed_biological_replicate_count_missing,observed_technical_replicate_count_missing,observed_timepoint_count_missing,phenotype_direction,label_code,testing_status
GENE027,4,0.0127042954485,-0.0297990879821,949.625,0,0,0,0.25,0.25,0.5,0.124380348378,0.217873200172,0.282777995255,0.0588775665706,0.531927921941,0.25,0.0127042954485,0.0297990879821,neutral,0,1,0.0833333333333,0.886777073013,0.840834109913,0.932720036112,0.097061367478,216006,median_ratio,SYN-SCREEN-01,SYN-SCREEN-01-DRUG-vs-CTRL,SYN-STUDY-01,SYN-SOURCE-FAMILY-SHARED,SYN-FAMILY-SHARED,2,2,0,1,1,1,1,1,1,1,2,2,,1,240,60,4,20,0.25,,450,400,350,2,7,7,200,0,4,500,1,22,14,,14,350,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,resistance,U,unknown
GENE028,4,-0.0727595526913,-0.021370076112,663,0,0,0,0.25,0.25,0.5,0.0363580774625,0.0886843250649,0.174558337061,0.00108169000462,0.413592679715,0.25,0.0727595526913,0.021370076112,neutral,0,1,0.316666666667,0.886777073013,0.840834109913,0.932720036112,0.0375362345266,216006,median_ratio,SYN-SCREEN-01,SYN-SCREEN-01-DRUG-vs-CTRL,SYN-STUDY-01,SYN-SOURCE-FAMILY-SHARED,SYN-FAMILY-SHARED,2,2,0,1,1,1,1,1,1,1,2,2,,1,240,60,4,20,0.25,,450,400,350,2,7,7,200,0,4,500,1,22,14,,14,350,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,sensitization,U,not_tested
GENE029,4,0.0565609299317,0.0851218838844,887.375,0,0,0,0.25,0,0.75,0.0719820912705,0.141248681293,0.185664929108,0.0470028198851,0.631652861181,0.25,0.0565609299317,0.0851218838844,neutral,0,1,0.266666666667,0.886777073013,0.840834109913,0.932720036112,0.0513657901583,216006,median_ratio,SYN-SCREEN-01,SYN-SCREEN-01-DRUG-vs-CTRL,SYN-STUDY-01,SYN-SOURCE-FAMILY-SHARED,SYN-FAMILY-SHARED,2,2,0,1,1,1,1,1,1,1,2,2,,1,240,60,4,20,0.25,,450,400,350,2,7,7,200,0,4,500,1,22,14,,14,350,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,resistance,U,unknown
GENE030,4,-0.180669412159,-0.149747138817,965.875,0,0,0,0,0.75,0.25,0.0805285782524,0.131038727775,0.261197990411,0.0226181311721,0.419469731521,0.75,0.180669412159,0.149747138817,sensitization,1,0,0.6,0.886777073013,0.840834109913,0.932720036112,0.113197394774,216006,median_ratio,SYN-SCREEN-01,SYN-SCREEN-01-DRUG-vs-CTRL,SYN-STUDY-01,SYN-SOURCE-FAMILY-SHARED,SYN-FAMILY-SHARED,2,2,0,1,1,1,1,1,1,1,2,2,,1,240,60,4,20,0.25,,450,400,350,2,7,7,200,0,4,500,1,22,14,,14,350,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,sensitization,U,unknown
GENE031,4,0.0911604972325,0.0682141522441,885.25,0,0,0,0.5,0,0.5,0.0486469280287,0.0915083888179,0.139807425261,0.022995994937,0.392990072609,0.5,0.0911604972325,0.0682141522441,neutral,0,1,0.366666666667,0.886777073013,0.840834109913,0.932720036112,0.0157399217825,216006,median_ratio,SYN-SCREEN-01,SYN-SCREEN-01-DRUG-vs-CTRL,SYN-STUDY-01,SYN-SOURCE-FAMILY-SHARED,SYN-FAMILY-SHARED,2,2,0,1,1,1,1,1,1,1,2,2,,1,240,60,4,20,0.25,,450,400,350,2,7,7,200,0,4,500,1,22,14,,14,350,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,resistance,U,unknown
GENE032,4,0.137058851374,0.0939199214442,776.75,0,0,0,0.5,0.25,0.25,0.0851963114512,0.211076123093,0.222255162825,0.0955409406587,0.3612844638,0.5,0.137058851374,0.0939199214442,resistance,0,0,0.533333333333,0.886777073013,0.840834109913,0.932720036112,0.0811102290181,216006,median_ratio,SYN-SCREEN-01,SYN-SCREEN-01-DRUG-vs-CTRL,SYN-STUDY-01,SYN-SOURCE-FAMILY-SHARED,SYN-FAMILY-SHARED,2,2,0,1,1,1,1,1,1,1,2,2,,1,240,60,4,20,0.25,,450,400,350,2,7,7,200,0,4,500,1,22,14,,14,350,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,resistance,U,not_tested
GENE033,4,0.019469833633,0.0838955554966,761.125,0,0,0,0.5,0.5,0,0.131655349014,0.323672325017,0.279976626374,0.147329689847,0.526430423814,0.5,0.019469833633,0.0838955554966,neutral,0,1,0.15,0.886777073013,0.840834109913,0.932720036112,0.00591906236751,216006,median_ratio,SYN-SCREEN-01,SYN-SCREEN-01-DRUG-vs-CTRL,SYN-STUDY-01,SYN-SOURCE-FAMILY-SHARED,SYN-FAMILY-SHARED,2,2,0,1,1,1,1,1,1,1,2,2,,1,240,60,4,20,0.25,,450,400,350,2,7,7,200,0,4,500,1,22,14,,14,350,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,sensitization,U,unknown
GENE034,4,0.108571969298,0.113475001829,627.625,0,0,0,0.5,0,0.5,0.0579619029717,0.0766286103984,0.176339937332,0.015892922812,0.50747791751,0.5,0.108571969298,0.113475001829,resistance,0,0,0.483333333333,0.886777073013,0.840834109913,0.932720036112,0.0703879094523,216006,median_ratio,SYN-SCREEN-01,SYN-SCREEN-01-DRUG-vs-CTRL,SYN-STUDY-01,SYN-SOURCE-FAMILY-SHARED,SYN-FAMILY-SHARED,2,2,0,1,1,1,1,1,1,1,2,2,,1,240,60,4,20,0.25,,450,400,350,2,7,7,200,0,4,500,1,22,14,,14,350,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,resistance,U,unknown
GENE035,4,-0.0928065868974,-0.0481143624129,934.375,0,0,0,0.25,0.5,0.25,0.0718439873083,0.176872768707,0.172735866672,0.0696706547525,0.331694616496,0.5,0.0928065868974,0.0481143624129,neutral,0,1,0.4,0.886777073013,0.840834109913,0.932720036112,0.114985181032,216006,median_ratio,SYN-SCREEN-01,SYN-SCREEN-01-DRUG-vs-CTRL,SYN-STUDY-01,SYN-SOURCE-FAMILY-SHARED,SYN-FAMILY-SHARED,2,2,0,1,1,1,1,1,1,1,2,2,,1,240,60,4,20,0.25,,450,400,350,2,7,7,200,0,4,500,1,22,14,,14,350,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,sensitization,U,unknown
GENE036,4,0.0155194627835,-0.0130377440557,851.5,0,0,0,0,0.25,0.75,0.0422251759317,0.10840099185,0.103946156462,0.0434382281573,0.514044249641,0.25,0.0155194627835,0.0130377440557,neutral,0,1,0.1,0.886777073013,0.840834109913,0.932720036112,0.198098803106,216006,median_ratio,SYN-SCREEN-01,SYN-SCREEN-01-DRUG-vs-CTRL,SYN-STUDY-01,SYN-SOURCE-FAMILY-SHARED,SYN-FAMILY-SHARED,2,2,0,1,1,1,1,1,1,1,2,2,,1,240,60,4,20,0.25,,450,400,350,2,7,7,200,0,4,500,1,22,14,,14,350,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,resistance,U,not_tested
GENE037,4,0.00632434480417,0.0167581272336,850.5,0,0,0,0.25,0.25,0.5,0.093031158772,0.122652522428,0.187742301176,0.0221559103722,0.519340677972,0.25,0.00632434480417,0.0167581272336,neutral,0,1,0.0333333333333,0.886777073013,0.840834109913,0.932720036112,0.139258112466,216006,median_ratio,SYN-SCREEN-01,SYN-SCREEN-01-DRUG-vs-CTRL,SYN-STUDY-01,SYN-SOURCE-FAMILY-SHARED,SYN-FAMILY-SHARED,2,2,0,1,1,1,1,1,1,1,2,2,,1,240,60,4,20,0.25,,450,400,350,2,7,7,200,0,4,500,1,22,14,,14,350,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,resistance,U,unknown
GENE038,4,0.023933777551,0.0240525805114,702.125,0,0,0,0.5,0.5,0,0.185270947941,0.366813313407,0.209442331413,0.2094898853,0.28794380721,0.5,0.023933777551,0.0240525805114,neutral,0,1,0.166666666667,0.886777073013,0.840834109913,0.932720036112,0.107142869285,216006,median_ratio,SYN-SCREEN-01,SYN-SCREEN-01-DRUG-vs-CTRL,SYN-STUDY-01,SYN-SOURCE-FAMILY-SHARED,SYN-FAMILY-SHARED,2,2,0,1,1,1,1,1,1,1,2,2,,1,240,60,4,20,0.25,,450,400,350,2,7,7,200,0,4,500,1,22,14,,14,350,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,sensitization,U,unknown
GENE039,4,-0.028776591337,-0.0278668447888,836.625,0,0,0,0.25,0.25,0.5,0.0811060795779,0.0919005586978,0.15414691968,0.0114139060224,0.495026628654,0.25,0.028776591337,0.0278668447888,neutral,0,1,0.2,0.886777073013,0.840834109913,0.932720036112,0.137279379515,216006,median_ratio,SYN-SCREEN-01,SYN-SCREEN-01-DRUG-vs-CTRL,SYN-STUDY-01,SYN-SOURCE-FAMILY-SHARED,SYN-FAMILY-SHARED,2,2,0,1,1,1,1,1,1,1,2,2,,1,240,60,4,20,0.25,,450,400,350,2,7,7,200,0,4,500,1,22,14,,14,350,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,sensitization,U,unknown
GENE040,4,-0.18296141725,-0.124862819393,849.75,0,0,0,0,0.75,0.25,0.0225651925292,0.0859826743048,0.205526609779,0.0061417181242,0.328602595215,0.75,0.18296141725,0.124862819393,sensitization,1,0,0.616666666667,0.886777073013,0.840834109913,0.932720036112,0.0514367707083,216006,median_ratio,SYN-SCREEN-01,SYN-SCREEN-01-DRUG-vs-CTRL,SYN-STUDY-01,SYN-SOURCE-FAMILY-SHARED,SYN-FAMILY-SHARED,2,2,0,1,1,1,1,1,1,1,2,2,,1,240,60,4,20,0.25,,450,400,350,2,7,7,200,0,4,500,1,22,14,,14,350,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,sensitization,U,not_tested
GENE041,4,0.113924993458,0.0939482369138,950.25,0,0,0,0.5,0.25,0.25,0.149257417605,0.247293845781,0.263182411063,0.0901355448594,0.446633823943,0.5,0.113924993458,0.0939482369138,resistance,0,0,0.516666666667,0.886777073013,0.840834109913,0.932720036112,0.0609613336325,216006,median_ratio,SYN-SCREEN-01,SYN-SCREEN-01-DRUG-vs-CTRL,SYN-STUDY-01,SYN-SOURCE-FAMILY-SHARED,SYN-FAMILY-SHARED,2,2,0,1,1,1,1,1,1,1,2,2,,1,240,60,4,20,0.25,,450,400,350,2,7,7,200,0,4,500,1,22,14,,14,350,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,resistance,U,unknown
GENE042,4,-0.0885085125313,-0.0985290761686,983.5,0,0,0,0,0.5,0.5,0.0800302901559,0.161728614503,0.188579929962,0.0827663488815,0.550531871199,0.5,0.0885085125313,0.0985290761686,neutral,0,1,0.35,0.886777073013,0.840834109913,0.932720036112,0.0476339473258,216006,median_ratio,SYN-SCREEN-01,SYN-SCREEN-01-DRUG-vs-CTRL,SYN-STUDY-01,SYN-SOURCE-FAMILY-SHARED,SYN-FAMILY-SHARED,2,2,0,1,1,1,1,1,1,1,2,2,,1,240,60,4,20,0.25,,450,400,350,2,7,7,200,0,4,500,1,22,14,,14,350,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,resistance,U,unknown
GENE043,4,0.139448707264,0.153192564515,894.375,0,0,0,0.5,0.25,0.25,0.203143025736,0.376765191027,0.370079447502,0.184611568368,0.508135708381,0.5,0.139448707264,0.153192564515,resistance,0,0,0.55,0.886777073013,0.840834109913,0.932720036112,0.0760280987316,216006,median_ratio,SYN-SCREEN-01,SYN-SCREEN-01-DRUG-vs-CTRL,SYN-STUDY-01,SYN-SOURCE-FAMILY-SHARED,SYN-FAMILY-SHARED,2,2,0,1,1,1,1,1,1,1,2,2,,1,240,60,4,20,0.25,,450,400,350,2,7,7,200,0,4,500,1,22,14,,14,350,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,resistance,U,unknown
GENE044,4,-0.0927712148997,-0.0764720248768,928.625,0,0,0,0.25,0.5,0.25,0.120181206133,0.222591354487,0.212952421032,0.0994323699455,0.441709717175,0.5,0.0927712148997,0.0764720248768,neutral,0,1,0.383333333333,0.886777073013,0.840834109913,0.932720036112,0.20095487986,216006,median_ratio,SYN-SCREEN-01,SYN-SCREEN-01-DRUG-vs-CTRL,SYN-STUDY-01,SYN-SOURCE-FAMILY-SHARED,SYN-FAMILY-SHARED,2,2,0,1,1,1,1,1,1,1,2,2,,1,240,60,4,20,0.25,,450,400,350,2,7,7,200,0,4,500,1,22,14,,14,350,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,resistance,U,not_tested
GENE045,4,-0.00324640258032,-0.0136257421383,732.875,0,0,0,0.25,0.25,0.5,0.0984951364959,0.200057223487,0.126566204674,0.105288767552,0.345745145758,0.25,0.00324640258032,0.0136257421383,neutral,0,1,0.0166666666667,0.886777073013,0.840834109913,0.932720036112,0.149846735172,216006,median_ratio,SYN-SCREEN-01,SYN-SCREEN-01-DRUG-vs-CTRL,SYN-STUDY-01,SYN-SOURCE-FAMILY-SHARED,SYN-FAMILY-SHARED,2,2,0,1,1,1,1,1,1,1,2,2,,1,240,60,4,20,0.25,,450,400,350,2,7,7,200,0,4,500,1,22,14,,14,350,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,sensitization,U,unknown
GENE046,4,-0.10124938164,-0.0793008641597,966.875,0,0,0,0,0.5,0.5,0.078054455952,0.158175264756,0.179303837592,0.0671715761102,0.409707737179,0.5,0.10124938164,0.0793008641597,sensitization,1,0,0.45,0.886777073013,0.840834109913,0.932720036112,0.00508779435558,216006,median_ratio,SYN-SCREEN-01,SYN-SCREEN-01-DRUG-vs-CTRL,SYN-STUDY-01,SYN-SOURCE-FAMILY-SHARED,SYN-FAMILY-SHARED,2,2,0,1,1,1,1,1,1,1,2,2,,1,240,60,4,20,0.25,,450,400,350,2,7,7,200,0,4,500,1,22,14,,14,350,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,resistance,U,unknown
GENE047,4,0.0112545615864,0.0439159033014,945.75,0,0,0,0.25,0,0.75,0.0212214253047,0.0581698081999,0.103478492859,0.00495024875894,0.784672467519,0.25,0.0112545615864,0.0439159033014,neutral,0,1,0.05,0.886777073013,0.840834109913,0.932720036112,0.0982206801743,216006,median_ratio,SYN-SCREEN-01,SYN-SCREEN-01-DRUG-vs-CTRL,SYN-STUDY-01,SYN-SOURCE-FAMILY-SHARED,SYN-FAMILY-SHARED,2,2,0,1,1,1,1,1,1,1,2,2,,1,240,60,4,20,0.25,,450,400,350,2,7,7,200,0,4,500,1,22,14,,14,350,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,resistance,U,unknown
GENE048,4,0.055886337066,0.023185273981,853.875,0,0,0,0.5,0.25,0.25,0.147514089286,0.288633146134,0.252012310978,0.125190315769,0.362799820994,0.5,0.055886337066,0.023185273981,neutral,0,1,0.25,0.886777073013,0.840834109913,0.932720036112,0.0627622608199,216006,median_ratio,SYN-SCREEN-01,SYN-SCREEN-01-DRUG-vs-CTRL,SYN-STUDY-01,SYN-SOURCE-FAMILY-SHARED,SYN-FAMILY-SHARED,2,2,0,1,1,1,1,1,1,1,2,2,,1,240,60,4,20,0.25,,450,400,350,2,7,7,200,0,4,500,1,22,14,,14,350,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,resistance,U,not_tested
GENE049,4,-0.0739812295764,-0.0980809523214,812.375,0,0,0,0,0.25,0.75,0.0406582297275,0.0737084476285,0.162838904794,0.0103351415754,0.618739110679,0.25,0.0739812295764,0.0980809523214,neutral,0,1,0.333333333333,0.886777073013,0.840834109913,0.932720036112,0.051711777699,216006,median_ratio,SYN-SCREEN-01,SYN-SCREEN-01-DRUG-vs-CTRL,SYN-STUDY-01,SYN-SOURCE-FAMILY-SHARED,SYN-FAMILY-SHARED,2,2,0,1,1,1,1,1,1,1,2,2,,1,240,60,4,20,0.25,,450,400,350,2,7,7,200,0,4,500,1,22,14,,14,350,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,sensitization,U,unknown
GENE050,4,-0.093196525183,-0.0935934528723,601.5,0,0,0,0.25,0.5,0.25,0.146780896183,0.19102532507,0.250508146546,0.0506307332402,0.501154851016,0.5,0.093196525183,0.0935934528723,neutral,0,1,0.416666666667,0.886777073013,0.840834109913,0.932720036112,0.107611954804,216006,median_ratio,SYN-SCREEN-01,SYN-SCREEN-01-DRUG-vs-CTRL,SYN-STUDY-01,SYN-SOURCE-FAMILY-SHARED,SYN-FAMILY-SHARED,2,2,0,1,1,1,1,1,1,1,2,2,,1,240,60,4,20,0.25,,450,400,350,2,7,7,200,0,4,500,1,22,14,,14,350,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,sensitization,U,unknown
GENE051,4,0.0953224604158,0.11135253676,841.5,0,0,0,0.5,0,0.5,0.0978331495427,0.166623425043,0.225215762647,0.0609222303709,0.559307235453,0.5,0.0953224604158,0.11135253676,neutral,0,1,0.433333333333,0.886777073013,0.840834109913,0.932720036112,0.0280850595383,216006,median_ratio,SYN-SCREEN-01,SYN-SCREEN-01-DRUG-vs-CTRL,SYN-STUDY-01,SYN-SOURCE-FAMILY-SHARED,SYN-FAMILY-SHARED,2,2,0,1,1,1,1,1,1,1,2,2,,1,240,60,4,20,0.25,,450,400,350,2,7,7,200,0,4,500,1,22,14,,14,350,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,resistance,U,unknown
GENE052,4,-0.0612074337989,-0.0698249453271,797.375,0,0,0,0,0.25,0.75,0.0671765315288,0.0877252671954,0.145618988384,0.0137769909361,0.542902156877,0.25,0.0612074337989,0.0698249453271,neutral,0,1,0.283333333333,0.886777073013,0.840834109913,0.932720036112,0.101733274543,216006,median_ratio,SYN-SCREEN-01,SYN-SCREEN-01-DRUG-vs-CTRL,SYN-STUDY-01,SYN-SOURCE-FAMILY-SHARED,SYN-FAMILY-SHARED,2,2,0,1,1,1,1,1,1,1,2,2,,1,240,60,4,20,0.25,,450,400,350,2,7,7,200,0,4,500,1,22,14,,14,350,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,sensitization,U,not_tested
GENE053,4,0.216834856346,0.189781936826,919.125,0,0,0,0.75,0,0.25,0.0710261297178,0.118220746473,0.287860986063,0.0232576286424,0.431136991426,0.75,0.216834856346,0.189781936826,resistance,0,0,0.65,0.886777073013,0.840834109913,0.932720036112,0.0732506792315,216006,median_ratio,SYN-SCREEN-01,SYN-SCREEN-01-DRUG-vs-CTRL,SYN-STUDY-01,SYN-SOURCE-FAMILY-SHARED,SYN-FAMILY-SHARED,2,2,0,1,1,1,1,1,1,1,2,2,,1,240,60,4,20,0.25,,450,400,350,2,7,7,200,0,4,500,1,22,14,,14,350,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,resistance,U,unknown
GENE054,4,0.163640473297,0.136008917231,850.875,0,0,0,0.5,0.25,0.25,0.160166720712,0.332704247559,0.323807194009,0.167323002476,0.429928024586,0.5,0.163640473297,0.136008917231,resistance,0,0,0.566666666667,0.886777073013,0.840834109913,0.932720036112,0.141076818127,216006,median_ratio,SYN-SCREEN-01,SYN-SCREEN-01-DRUG-vs-CTRL,SYN-STUDY-01,SYN-SOURCE-FAMILY-SHARED,SYN-FAMILY-SHARED,2,2,0,1,1,1,1,1,1,1,2,2,,1,240,60,4,20,0.25,,450,400,350,2,7,7,200,0,4,500,1,22,14,,14,350,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,resistance,U,unknown
GENE055,4,-0.294417737393,-0.29431712118,733.625,0,0,0,0,0.75,0.25,0.150371878298,0.19000957812,0.444789615691,0.0456534917287,0.471960659436,0.75,0.294417737393,0.29431712118,sensitization,1,0,0.666666666667,0.886777073013,0.840834109913,0.932720036112,0.121098981546,216006,median_ratio,SYN-SCREEN-01,SYN-SCREEN-01-DRUG-vs-CTRL,SYN-STUDY-01,SYN-SOURCE-FAMILY-SHARED,SYN-FAMILY-SHARED,2,2,0,1,1,1,1,1,1,1,2,2,,1,240,60,4,20,0.25,,450,400,350,2,7,7,200,0,4,500,1,22,14,,14,350,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,sensitization,U,unknown
GENE056,4,0.0554987491232,0.0718533678386,893.125,0,0,0,0.25,0.25,0.5,0.145791469637,0.195583800966,0.29085446409,0.0386105447574,0.547219480263,0.25,0.0554987491232,0.0718533678386,neutral,0,1,0.233333333333,0.886777073013,0.840834109913,0.932720036112,0.0558598664558,216006,median_ratio,SYN-SCREEN-01,SYN-SCREEN-01-DRUG-vs-CTRL,SYN-STUDY-01,SYN-SOURCE-FAMILY-SHARED,SYN-FAMILY-SHARED,2,2,0,1,1,1,1,1,1,1,2,2,,1,240,60,4,20,0.25,,450,400,350,2,7,7,200,0,4,500,1,22,14,,14,350,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,sensitization,U,not_tested
